,id,sentences
2648,2648,just bend over 10-19-adultsUser35 i will
2649,2649,lol 
2650,2650,lmao
2651,2651,your poor wall
2652,2652,JOIN
2653,2653,JOIN
2654,2654,JOIN
2655,2655,nickelback......... gay :)
2656,2656,.2******Welcome to all who just joined us!!!******.
2657,2657,yeah check out schmoopies butt too while your at it    its FINE!!
2658,2658,hiYas 10-19-adultsUser58
2659,2659,10-19-adultsUser16  they r not gay
2660,2660,they are not
2661,2661,hiYas 10-19-adultsUser57
2662,2662,10-19-adultsUser16!
2663,2663,PART
2664,2664,argh
2665,2665,hi everyone
2666,2666,.ACTION sings fart away.
2667,2667, oops far
2668,2668,omg
2669,2669,lmao
2670,2670,lol
2671,2671,lol
2672,2672,JOIN
2673,2673,gawd
2674,2674,*shakes head*
2675,2675,i'm just kidding top keep popular opinion :)
2676,2676,<empty>
2677,2677,hiya 10-19-adultsUser51 
2678,2678,.ACTION is contemplating a nap.
2679,2679,nickleback? gay? ok if they aren't they sure as hell are thinking about it
2680,2680,to^
2681,2681,]:)
2682,2682,you hafta eat first 10-19-adultsUser35
2683,2683,heyyyy
2684,2684,PART
2685,2685,and 10-19-adultsUser28 suggested a sammich
2686,2686,haha
2687,2687,JOIN
2688,2688,PART
2689,2689,sings... i loved you all along
2690,2690,hiYas 10-19-adultsUser59
2691,2691,pfft i dun care if they are gay or not..i'd do the lead singer :P
2692,2692,"oh yeah, 10-19-adultsUser32 the sammich"
2693,2693,lol 10-19-adultsUser47
2694,2694,hey
2695,2695,lol
2696,2696,lol 10-19-adultsUser47
2697,2697,c'mear 10-19-adultsUser35
2698,2698,far away is my and erics song
2699,2699,anyone seen sweetshybbw??
2700,2700,lol 10-19-adultsUser47   stand yer ground woman!!!
2701,2701,i just saw shaun of the dead.. so = gaaaaaaay = quite funny
2702,2702,.ACTION cums to 10-19-adultsUser28. .LMAO.
2703,2703,LOL
2704,2704,PART
2705,2705,:)
2706,2706,PART
2707,2707,.ACTION faints.
2708,2708,LoL
2709,2709,lol 10-19-adultsUser16 thats a good movie
2710,2710,"whoa, now that was some blood loss"
2711,2711,  yawns......
2712,2712,funny :)
2713,2713,i saw the break up....awesome movie
2714,2714,.ACTION sits on 10-19-adultsUser28. .You needed me?.
2715,2715,"I still need to see that, 10-19-adultsUser23"
2716,2716,You liked it?
2717,2717,geeZe a 10-19-adultsUser28 sammich with one limp piece of bread
2718,2718,i wanna rent over the hedge lol
2719,2719,i liked it..soo funny
2720,2720,thats officer limp piece of bread 10-19-adultsUser28
2721,2721,"Have you seen 10-19-adultsUser30, 10-19-adultsUser23?"
2722,2722,lol 10-19-adultsUser47
2723,2723,whats up everybody?????
2724,2724,whoopZ   sowwy 
2725,2725,lol
2726,2726,yes 10-19-adultsUser35..at the drive in
2727,2727,is 10-19-adultsUser30 any good?????
2728,2728,.ACTION loves men in uniform.
2729,2729,yes 10-19-adultsUser59 it is
2730,2730,Drive in? I havent been to one of those since I was a kid
2731,2731,omg i cant wait til cars come out..im gonna buy it..aqwesome movie
2732,2732,NICK :10-19-adultsUser32
2733,2733,.ACTION loves men out of uniform.
2734,2734,i never saw cars
2735,2735,im out of uniform 10-19-adultsUser15
2736,2736,lol
2737,2737,"LoL 10-19-adultsUser15. .Yeah, that too."
2738,2738,nick 10-19-adultsUser28
2739,2739,lol 10-19-adultsUser28
2740,2740,i  love ben  in and out of his uniform
2741,2741,NICK :10-19-adultsUser28
2742,2742,you just love Ben   IN AND OUT
2743,2743,JOIN
2744,2744,lmao
2745,2745,.ACTION is listening to .Rascal Flatts - Life Is a Highway. ...
2746,2746,hiya 10-19-adultsUser60 
2747,2747,i love me in my hubbys uniform hehehee
2748,2748,JOIN
2749,2749,lol 10-19-adultsUser47
2750,2750,hiya 10-19-adultsUser61 
2751,2751,hiYas 10-19-adultsUser61
2752,2752,wb 10-19-adultsUser61
2753,2753,teehee
2754,2754,PART
2755,2755,Hi all
2756,2756,any ladies wanna chat?
2757,2757,NICK :10-19-adultsUser32
2758,2758,pm me
2759,2759,PART
2760,2760,im so nodda lady
2761,2761,NICK :10-19-adultsUser28
2762,2762, How are is everything
2763,2763,i like wearin his boots :)
2764,2764,that leaves me out
2765,2765,oOo
2766,2766,who 10-19-adultsUser59 Me?
2767,2767,.ACTION is bored. Damn..
2768,2768,anybody
2769,2769,.ACTION stretches.
2770,2770,pm me
2771,2771,me too 10-19-adultsUser35
2772,2772,me 3
2773,2773,!hug 10-19-adultsUser35
2774,2774,.ACTION watches 10-19-adultsUser28 wrap there arm around 10-19-adultsUser35 and give them a big ol' hug..
2775,2775,NICK :10-19-adultsUser32
2776,2776,i need coffee bbl
2777,2777,you should be othah halfa
2778,2778,PART
2779,2779,bye 10-19-adultsUser47
2780,2780,PART
2781,2781,PART
2782,2782,she left real fast
2783,2783,JOIN
2784,2784,hiYas 10-19-adultsUser62
2785,2785,hey there 10-19-adultsUser32
2786,2786,JOIN
2787,2787,how are you
2788,2788,NICK :10-19-adultsUser35
2789,2789,im good thanks and yerself?
2790,2790,JOIN
2791,2791,NICK :10-19-adultsUser28
2792,2792,no no no 10-19-adultsUser35  you were tha fillin
2793,2793,NICK :10-19-adultsUser32
2794,2794,not so bad thanks
2795,2795,PART
2796,2796,I cant be the fillin
2797,2797,yawnssss......
2798,2798,You have to be it
2799,2799,good to hear  and yer welcome
2800,2800,how do you change your name?
2801,2801,PART
2802,2802,nut uh    you were tha fillin in the 10-19-adultsUser28 sammich
2803,2803,tc 10-24-40sUser9
2804,2804,"Tell me why after all this time ,do you hide ,,do I see you as a sweet surprise ,,,"
2805,2805,hi 10-24-40sUser8
2806,2806,omg!   I bet u were upset 10-24-40sUser28!
2807,2807,yikes 10-24-40sUser28
2808,2808,howdy 10-24-40sUser8
2809,2809,hi 10-24-40sUser8
2810,2810,his PM's............. 10-24-40sUser10.....>LOL
2811,2811,"brb, phone again, where is 10-24-40sUser26, he is supposed to answer it"
2812,2812,oh okikes
2813,2813,just kidding
2814,2814,JOIN
2815,2815,PART
2816,2816,hi 10-24-40sUser30
2817,2817,"my kids had a party once, one kid almost went into my china closet"
2818,2818,ok 10-24-40sUser12
2819,2819, ;-) 
2820,2820,"Talk to me ,tell me true ,what do you want to do ,,Do we go on, one by one ,,,"
2821,2821,gtg...lunch break is over
2822,2822,okey dokey back to worl
2823,2823,PART
2824,2824,JOIN
2825,2825,bye 10-24-40sUser11
2826,2826,howdy 10-24-40sUser31
2827,2827,bye 10-24-40sUser11
2828,2828,see yah 10-24-40sUser11 ..have a good day 
2829,2829,no   the police were fantastic and all injureis  either in full casts or half casts
2830,2830,"awrighty 10-24-40sUser19  , lets get the next rumour started"
2831,2831,ohh 10-24-40sUser24 is romantic today
2832,2832,hi 10-24-40sUser31
2833,2833,huggs 10-24-40sUser16; 10-24-40sUser21; everyone
2834,2834,"I'm out now, got costumes to shop for!"
2835,2835,"I am hanging on to your words, your love ,,,so cmon ,make me like water to your tongue ,,,"
2836,2836,JOIN
2837,2837,JOIN
2838,2838,(((10-24-40sUser11)))
2839,2839,"ok 10-24-40sUser12, I not worry for the rumours"
2840,2840,Don't drink and drive!  Smoochies everyone!!
2841,2841,howdy 10-24-40sUser32
2842,2842,PART
2843,2843,howdy 10-24-40sUser33
2844,2844,JOIN
2845,2845,me either 
2846,2846,hiya 10-24-40sUser33
2847,2847,back
2848,2848,"I need you to heal my soul ,Hold me now ,see by me ,,"
2849,2849,PART
2850,2850,"wow, i come in and everyone leaves, is it me ?? *grins* "
2851,2851,howdy 10-24-40sUser34
2852,2852,PART
2853,2853,((((((((((((((((((((10-24-40sUser34)))))))))))))))))))
2854,2854,Hi 10-24-40sUser33
2855,2855,hi 10-24-40sUser16
2856,2856,hiiii 10-24-40sUser34
2857,2857,"10-24-40sUser26, answer the phone"
2858,2858,hiya 10-24-40sUser34
2859,2859,.ACTION waves hi to room.
2860,2860,hi 10-24-40sUser19
2861,2861,((((((((((((((((((10-24-40sUser33)))))))))))))))))))
2862,2862,.ACTION  smiles .
2863,2863,hi 10-24-40sUser34
2864,2864,hi 10-24-40sUser14 hugss
2865,2865,hey 10-24-40sUser34!
2866,2866,hi 10-24-40sUser20
2867,2867,Hiya 10-24-40sUser12
2868,2868,hiya 10-24-40sUser33 !!!
2869,2869,hi 10-24-40sUser33 hugs 
2870,2870,JOIN
2871,2871,10-24-40sUser33 hiiii
2872,2872,"10-24-40sUser26 10-24-40sUser26 man, where has the 10-24-40sUser26 man gone?"
2873,2873,hi 10-24-40sUser35
2874,2874,"hi 10-24-40sUser16, hi 10-24-40sUser14"
2875,2875,howdy 10-24-40sUser35
2876,2876,hiiii 10-24-40sUser35
2877,2877,hi 10-24-40sUser34
2878,2878,PART
2879,2879,"cant help but bug him, lol"
2880,2880,hey 10-24-40sUser19
2881,2881,lol i think of macho man i think of the village people lol 
2882,2882,(((((((((((((((((10-24-40sUser35)))))))))))))))))))))
2883,2883,Hi 10-24-40sUser35
2884,2884,:) Hi 10-24-40sUser20
2885,2885,"lmao, 10-24-40sUser21"
2886,2886,lol 10-24-40sUser21  me too
2887,2887,((((((((((10-24-40sUser12))))))))))))) bar fighter 
2888,2888,hehehehe 10-24-40sUser21
2889,2889,lol
2890,2890,hi 10-24-40sUser20
2891,2891,"10-24-40sUser24, good to see ya"
2892,2892,lol 
2893,2893,.ACTION dont thank of men.....magine that lol.
2894,2894,Hey Daveeee coonarsee
2895,2895,hi 10-24-40sUser16
2896,2896,PART
2897,2897,"Heyyy ((((((( 10-24-40sUser33 )))))))) ty ty and hugs ,,"
2898,2898,rainbow
2899,2899,ditto (((10-24-40sUser21))))
2900,2900,but can you tell if a man is good looking or not 10-24-40sUser16 ?
2901,2901,.ACTION peeks in and says some hellos.
2902,2902,got da pics 10-24-40sUser12 ..awesome
2903,2903,hey 10-24-40sUser27
2904,2904,sure 10-24-40sUser21.........aint no such a thang as a good lookin man lol
2905,2905,hi 10-24-40sUser27
2906,2906,JOIN
2907,2907,lmao 
2908,2908,well....cepn fir me of course ;)
2909,2909,ty  10-24-40sUser35 
2910,2910,hi 10-24-40sUser36
2911,2911,"well i would disagree with that ..but hey, your entitled lol "
2912,2912,lookin good fella?
2913,2913,howdy 10-24-40sUser36
2914,2914,hi 10-24-40sUser36
2915,2915,Hi 10-24-40sUser36
2916,2916,yw 
2917,2917,me ??
2918,2918,AFK
2919,2919,let's ask george clooney
2920,2920,well maybe lmao 
2921,2921,ouch 
2922,2922,of course gomer
2923,2923,george clooney ohhhhhhhhhhhhhhhh
2924,2924,shore is lots a purty wimmins tho lol
2925,2925,yes dear 
2926,2926,JOIN
2927,2927,haha
2928,2928,have u seen Mary 
2929,2929,hii 10-24-40sUser37
2930,2930,hiya 10-24-40sUser37
2931,2931,PART
2932,2932,hi 10-24-40sUser37
2933,2933,JOIN
2934,2934,"wb 10-24-40sUser37 ,,"
2935,2935,mary? 
2936,2936,hi 10-24-40sUser19
2937,2937,hi 10-24-40sUser37
2938,2938,hiya 10-24-40sUser37
2939,2939,hi 10-24-40sUser37
2940,2940,hi 10-24-40sUser37
2941,2941,hi 10-24-40sUser13
2942,2942,:) hi 10-24-40sUser6
2943,2943,10-24-40sUser12?
2944,2944,hiya 10-24-40sUser37!
2945,2945,.ACTION  blinks .
2946,2946,the other female that was there beside 10-24-40sUser172 and kissy 
2947,2947,hiya 10-24-40sUser33
2948,2948,howdy 10-24-40sUser37
2949,2949,lol
2950,2950,ty 10-24-40sUser24
2951,2951,2
2952,2952,welcome 
2953,2953,yes 10-24-40sUser19 
2954,2954,JOIN
2955,2955,oh okies nawp aint seen her lol
2956,2956,hi 10-24-40sUser34
2957,2957,oops
2958,2958,howdy 10-24-40sUser38
2959,2959,nothing only cheking
2960,2960,da gal in da green shirt mary???
2961,2961,hey 10-24-40sUser16
2962,2962,hehehehe
2963,2963,lmao
2964,2964,hahahaha more like 7 
2965,2965,PART
2966,2966,if u see her get her addy and fwd dem pics plz
2967,2967,hiya 10-24-40sUser34 didn't see ya...hugggs
2968,2968,sho will 
2969,2969,hi 10-24-40sUser35
2970,2970,((((((((((((((((((((10-24-40sUser34_)))))))))))))))))))))))))))))))
2971,2971,hey 10-24-40sUser27
2972,2972,"The sun is shining across long lake and I have come to be with you ,,"
2973,2973,ol green gal been askin bout yas 10-24-40sUser12 hahaha
2974,2974,hi 10-24-40sUser6 huggss 
2975,2975,hi 10-24-40sUser12 hugss
2976,2976,hi 10-24-40sUser14
2977,2977,hi 10-24-40sUser10
2978,2978,10-24-40sUser24 are you romantic today?
2979,2979,JOIN
2980,2980,10-24-40sUser6 ... 10-24-40sUser37 is hurting today if you know what I mean 
2981,2981,.ACTION shups an watches.....kinda.
2982,2982,JOIN
2983,2983,isn't everyone romantic everyday?
2984,2984,.ACTION looks at the guest lists and realises there must be a back room in here.
2985,2985,howdy 10-24-40sUser39
2986,2986,<---------- waves bye to the room ((((((((( ROOM )))))))))))) 
2987,2987,hi 10-24-40sUser40 
2988,2988,hi 10-24-40sUser16
2989,2989,"yep 10-24-40sUser19 ,,sigh sigh lol "
2990,2990,hi 10-24-40sUser39 and 10-24-40sUser40
2991,2991,JOIN
2992,2992,im so sweet LOL
2993,2993,.ACTION checks sumpin.
2994,2994,bye 10-24-40sUser26
2995,2995,bye 10-24-40sUser26
2996,2996,10-24-40sUser41 
2997,2997,byeeeeeeee bye
2998,2998,hi 10-24-40sUser40
2999,2999,bye 10-24-40sUser10
3000,3000,tc 10-24-40sUser26 
3001,3001,lmao 10-24-40sUser34.....good!!!!...shhhh don't tell him I said that lol
3002,3002,tc 10-24-40sUser26
3003,3003,hi 10-24-40sUser19
3004,3004,bye 10-24-40sUser33
3005,3005,hi 10-24-40sUser41
3006,3006,ello
3007,3007,bye 10-24-40sUser26
3008,3008,i think everyone is in the backroom 10-24-40sUser33
3009,3009,bye 10-24-40sUser21
3010,3010,wb 10-24-40sUser41
3011,3011,hi 10-24-40sUser41
3012,3012,bye 10-24-40sUser14
3013,3013,I'm not in the back room!
3014,3014,hey 10-24-40sUser39 hugs
3015,3015,that is good 10-24-40sUser24
3016,3016,ty
3017,3017,grrrrrrrr...phone.....
3018,3018,lol 10-24-40sUser6
3019,3019,10-24-40sUser1 I thought u were
3020,3020,heyy 10-24-40sUser37  hiya 
3021,3021,bye 10-24-40sUser13
3022,3022,bye 10-24-40sUser28
3023,3023,hii 10-24-40sUser41
3024,3024,((((((((((((((((((((((((((10-24-40sUser39)))))))))))))))))))))
3025,3025,bye 10-24-40sUser26
3026,3026,".ACTION caint find a back room, or attic.....or nuttin lmao."
3027,3027,secret room
3028,3028,Hi 10-24-40sUser37
3029,3029,<is right here
3030,3030,hugsssssssss
3031,3031,byeee 10-24-40sUser26 hugs
3032,3032,hi 10-24-40sUser34
3033,3033,"Everytime I try to tell you ,,,seems the words slip my mind and I fall deeper and deeper ,,,"
3034,3034,hi 10-24-40sUser12
3035,3035,pssst 10-24-40sUser16 open your eyes and you might 
3036,3036,hello10-24-40sUser20
3037,3037,PART
3038,3038,alzheimers?
3039,3039,10-24-40sUser34...how is 10-24-40sUser37?
3040,3040,hi 10-24-40sUser28
3041,3041,Hi 10-24-40sUser41
3042,3042,who has alzheimers?
3043,3043,lmao 10-24-40sUser6....was waitin fir ya to lead me lol
3044,3044,10-24-40sUser24
3045,3045,10-24-40sUser16 mite could
3046,3046,i don't recall - lmao
3047,3047,busy busy busy ... out in the woods today
3048,3048,hahaha
3049,3049,lol lol 
3050,3050,"lol, 10-24-40sUser33"
3051,3051,"10-24-40sUser41 ,,,,"
3052,3052,JOIN
3053,3053,ello
3054,3054,hi 10-24-40sUser42
3055,3055,wb 10-24-40sUser42
3056,3056,hiya 10-24-40sUser42
3057,3057,he might not neither 10-24-40sUser35 lol
3058,3058,what's he doing in the woods 10-24-40sUser34 ?
3059,3059,wb 10-24-40sUser42
3060,3060,hi 10-24-40sUser42
3061,3061,"out in the woods, i hear dueling banjoes lol"
3062,3062,wb 10-24-40sUser42 if you're really back lol 
3063,3063,JOIN
3064,3064,lmao 10-24-40sUser16
3065,3065,"pleased to meet you, hope you guess my name"
3066,3066,howdy 10-24-40sUser43
3067,3067,ty everyone
3068,3068,deliverance
3069,3069,hi
3070,3070,10-24-40sUser37 is prolly out there crying cause the Tigers lost lastnight lol
3071,3071,hi 10-24-40sUser43
3072,3072,sympathy
3073,3073,cutting  wood to build his new outhouse lol 
3074,3074,hi
3075,3075,10-24-40sUser21 may i pm yu
3076,3076,lol 10-24-40sUser41
3077,3077,hi 10-24-40sUser43
3078,3078,lol
3079,3079,lmao 
3080,3080,"10-24-40sUser24, 10-24-40sUser41 don't like to be romantic because the other day was romantic and at the end he knew was romantic with a man"
3081,3081,say no
3082,3082,lol 10-24-40sUser34
3083,3083,lol
3084,3084,go Cardinals!!
3085,3085,yay
3086,3086,"good lord 10-24-40sUser42, how long have you known me ? lol "
3087,3087,of course you can 
3088,3088,you got it 10-24-40sUser35
3089,3089,really 10-24-40sUser19? hahahahaaa 
3090,3090,lol 10-24-40sUser6 he said this morning he is going to stay away till this painful  experience is over 
3091,3091,10-24-40sUser35 even gezzz
3092,3092,yep 10-24-40sUser33
3093,3093,lol
3094,3094,lol 10-24-40sUser6
3095,3095,did 10-24-40sUser19 just call me gay?
3096,3096,lmao 10-24-40sUser41
3097,3097,10-24-40sUser19 hahhahahaha
3098,3098,noooooooooo 10-24-40sUser41
3099,3099,who is gay?
3100,3100,eeeek
3101,3101,gay as in happy 10-24-40sUser41 lol lol 
3102,3102,actually she called u a gay cat 10-24-40sUser41
3103,3103,lmao 10-24-40sUser34....tell him they are gonna lose again 
3104,3104,"was a mistake, that's all"
3105,3105,PART
3106,3106,"<---not gay, not even happy today"
3107,3107,he is hoping they win tonight 
3108,3108,im gay.......im happy as hell......jus aint #### lol
3109,3109,"10-24-40sUser42, make it quick though, i have to go pick robbie up in about five minutes "
3110,3110,lol 10-24-40sUser16
3111,3111,a gay p  u s s y yikes 
3112,3112,Cards gonna win....
3113,3113,lol
3114,3114,u bet 10-24-40sUser6
3115,3115,"omg, that is just wrong"
3116,3116,lmao 
3117,3117,lol
3118,3118,omg
3119,3119,.ACTION dont thank them weird folks orta git the good names like gay.
3120,3120,JOIN
3121,3121,howdy 10-24-40sUser44
3122,3122,I figured I will cheer for whoever wins .. its a win win situation for me
3123,3123,wb 10-24-40sUser44
3124,3124,hiya 10-24-40sUser44
3125,3125,pours 10-24-40sUser44 some coffee
3126,3126,hi 10-24-40sUser44
3127,3127,hi 10-24-40sUser44
3128,3128,sell  your   soul
3129,3129,hi 10-24-40sUser44
3130,3130,hiiii my favorite 10-24-40sUser25 (10-24-40sUser44)
3131,3131,hi 10-24-40sUser44!
3132,3132,brb
3133,3133,"tried 10-24-40sUser41, no one will buy it"
3134,3134,lol hi everyone
3135,3135,has to go for my homeboys 10-24-40sUser34 lol
3136,3136,10-24-40sUser13 try ebay
3137,3137,always so nice to coem in
3138,3138,ol albert pujols iz a hottie like 10-24-40sUser12 
3139,3139,or come
3140,3140,haha
3141,3141,"did, no takers"
3142,3142,damn
3143,3143,knows what everyone gets 10-24-40sUser44 for x-mas
3144,3144,lol well they were only adoted homeboys for me 10-24-40sUser6 only lived near st louis for 5 years .... 
3145,3145,.ACTION goes to find an empty pot .... and where is my cup again .
3146,3146,adopted
3147,3147,i'll giva ya 1.98
3148,3148,JOIN
3149,3149,"why didnt ya say so 10-24-40sUser27, here ya go"
3150,3150,cups in da alley 10-24-40sUser27
3151,3151,hi
3152,3152,hi 10-24-40sUser45
3153,3153,hi 10-24-40sUser45
3154,3154,hi 10-24-40sUser45
3155,3155,Hi 10-24-40sUser45
3156,3156,hi 10-24-40sUser45
3157,3157,JOIN
3158,3158,lived in st louis for a year....but Mo all my life until this last year
3159,3159,best offer in a while
3160,3160,hi 10-24-40sUser45
3161,3161,howdy 10-24-40sUser46
3162,3162,hi 10-24-40sUser46 
3163,3163,hi 10-24-40sUser46
3164,3164,hi 10-24-40sUser46
3165,3165,hiya 10-24-40sUser45
3166,3166,hiya 10-24-40sUser46
3167,3167,"gotta go pick up hubby, bbs "
3168,3168,"no profile no pm, thats my rule"
3169,3169,does that make you a redneck?
3170,3170,tc 10-24-40sUser21
3171,3171,PART
3172,3172,good rule
3173,3173,JOIN
3174,3174,gonna fly here . hugss all 
3175,3175,Hi Everyone !!!   How is everyone today !!!!
3176,3176,hi 10-24-40sUser46
3177,3177,what if its Tim mcgraw 10-24-40sUser13??
3178,3178,"who is albert pujols , 10-24-40sUser35"
3179,3179,10-24-40sUser41 you calling me a redneck?
3180,3180,.ACTION goes to the corner an plays wif himself......er....by himself.
3181,3181,hi 10-24-40sUser46
3182,3182,PART
3183,3183,howdy 10-24-40sUser47
3184,3184,hi 10-24-40sUser47
3185,3185,(((10-24-40sUser34))))
3186,3186,hi 10-24-40sUser46
3187,3187,"no,, i was errrrr askin"
3188,3188,who is a redneck?
3189,3189,hi 10-24-40sUser16
3190,3190,ball player fer da st louis cardinals 
3191,3191,lol 10-24-40sUser41
3192,3192,hi 10-24-40sUser19
3193,3193,"no topless pic, no pm"
3194,3194,i see
3195,3195,<<<<redneck country hick
3196,3196,brb
3197,3197,redneck city hick 
3198,3198,PART
3199,3199,"oh good, 10-24-40sUser41, I don;t hafta worry about you then"
3200,3200,looks like we got the bases covered 10-24-40sUser12 lol
3201,3201,gets called a hick everyday by a special person...so its ok lol
3202,3202,oh?
3203,3203,queen of da doublewide redneck
3204,3204,.ACTION comes back from the ally with 1/2 drunk bottle of cheep wine.
3205,3205,.ACTION:. swats 10-24-40sUser27's big toe with a razor sharp mouse pad!
3206,3206,JOIN
3207,3207,you know you're a redneck when....
3208,3208,howdy 10-24-40sUser48
3209,3209,hi 10-24-40sUser48
3210,3210,hi 10-24-40sUser48
3211,3211,JOIN
3212,3212,"eeewww 10-24-40sUser27, you got smacked"
3213,3213,PART
3214,3214,10-24-40sUser49
3215,3215,ya find a truck in the yard when ya mowin?
3216,3216,JOIN
3217,3217,:10-24-40sUser50!10-24-40sUser50@10-24-40sUser50 MODE #40sPlus +o 10-24-40sUser50
3218,3218,hi all
3219,3219,hi 10-24-40sUser48 and 10-24-40sUser49
3220,3220,wb 10-24-40sUser50
3221,3221,hi 10-24-40sUser48
3222,3222,hi 10-24-40sUser48
3223,3223,Hi 10-24-40sUser49
3224,3224,10-24-40sUser50 hiii
3225,3225,thanks 10-24-40sUser16
3226,3226,10-24-40sUser50
3227,3227,yw
3228,3228,lol do know how er why lol
3229,3229,hi 10-24-40sUser50
3230,3230,<<<<<<<<<<<<<< bar fighter lol
3231,3231,hi 10-24-40sUser19:-)
3232,3232,wb 10-24-40sUser50
3233,3233,hey 10-24-40sUser50
3234,3234,hi 10-24-40sUser14
3235,3235,Hi 10-24-40sUser50
3236,3236,thanks 10-24-40sUser6
3237,3237,hahah 10-24-40sUser12 ..true story
3238,3238,you are 10-24-40sUser12??
3239,3239,hi 10-24-40sUser35
3240,3240,ask 10-24-40sUser35 
3241,3241,hi 10-24-40sUser20
3242,3242,.ACTION just thinks his # was up.
3243,3243,:) hi 10-24-40sUser50
3244,3244, ;-) 
3245,3245,who is 10-24-40sUser12?
3246,3246,hi 10-24-40sUser49...?
3247,3247,hi 10-24-40sUser33:-)
3248,3248,you got in on that fight here in kansas?
3249,3249,is 10-24-40sUser12 
3250,3250,not me
3251,3251,sho enuff iz
3252,3252,sure did 
3253,3253,"lol, god so confused"
3254,3254,who is Judy
3255,3255,!deop
3256,3256,biggest bar fight I ever did see
3257,3257,:10-24-40sUser0!10-24-40sUser0@10-24-40sUser0 MODE #40sPlus -o 10-24-40sUser50
3258,3258,JOIN
3259,3259,lol 10-24-40sUser41
3260,3260,hi 10-24-40sUser51
3261,3261,howdy 10-24-40sUser51
3262,3262,hi 10-24-40sUser51
3263,3263,hii 10-24-40sUser51
3264,3264,cleared the bar lol
3265,3265,hi 10-24-40sUser51
3266,3266,hi 10-24-40sUser50 one
3267,3267,hi everyone
3268,3268,lmao
3269,3269,hiya 10-24-40sUser41
3270,3270,tries to stay out of barfights lol
3271,3271,hi 10-24-40sUser51
3272,3272,Hi 10-24-40sUser51
3273,3273,it came to me 
3274,3274,dang it.......yall quit movin so much.......ima tryin ta perv here
3275,3275,had to call national guard in
3276,3276,lol 
3277,3277,PART
3278,3278,lol
3279,3279,sheesh
3280,3280,"not that bad , 10-24-40sUser35 "
3281,3281,didn't they have a good bouncer???
3282,3282,lol 10-24-40sUser16
3283,3283,"10-24-40sUser16, who you sheesin?"
3284,3284,close but no not dat bad
3285,3285,;) 10-24-40sUser19
3286,3286,PART
3287,3287,bbl cyas yall
3288,3288,PART
3289,3289,JOIN
3290,3290,took care of the bouncers 
3291,3291,me prolly 10-24-40sUser13.....dont git in much trouble that way lol
3292,3292,lol
3293,3293,they n ever seen it com ing 
3294,3294,"ok, didnt know you were pervin, will pay attention 10-24-40sUser16"
3295,3295,hi 10-24-40sUser52
3296,3296,10-24-40sUser52 - hey grrl
3297,3297,wb 10-24-40sUser52
3298,3298,PART
3299,3299,hii 10-24-40sUser52
3300,3300,lmao 10-24-40sUser13
3301,3301,heya 10-24-40sUser14!
3302,3302,10-24-40sUser52
3303,3303,(((((((((((((((10-24-40sUser52)))))))))))))))))))
3304,3304,10-24-40sUser33 heyyyyy!
3305,3305,wb 10-24-40sUser52
3306,3306,who's pervin and who they pervin?
3307,3307,thanks 10-24-40sUser3!
3308,3308,Hi 10-24-40sUser52
3309,3309,hi 10-24-40sUser52
3310,3310,never pervs...
3311,3311,is sorta lost
3312,3312,hello 10-24-40sUser19!
3313,3313,i is......an you 10-24-40sUser50....of course
3314,3314,cough cough 10-24-40sUser6 
3315,3315,a perv? where? when? the name
3316,3316,ME??
3317,3317,shup 10-24-40sUser12
3318,3318,thanks 10-24-40sUser6!
3319,3319,lol
3320,3320,why shore
3321,3321,can't keep up to perv
3322,3322,lol 10-24-40sUser19
3323,3323,heya 10-24-40sUser20!
3324,3324,for say hello
3325,3325,did I fall asleep or something?
3326,3326,JOIN
3327,3327,PART
3328,3328,JOIN
3329,3329,I mean
3330,3330,"wishes 10-24-40sUser16 would perv in the main room, cause I cant read it and a pm tooo"
3331,3331,lol
3332,3332,wb 10-24-40sUser53
3333,3333,heya 10-24-40sUser50:)
3334,3334,wb 10-24-40sUser53
3335,3335,i was gonna pm me tho.......an the nic kep a jumpin around
3336,3336,welcome back 10-24-40sUser53
3337,3337,look what the cat dragged in
3338,3338,ty 10-24-40sUser6
3339,3339,hi 10-24-40sUser54
3340,3340,wb 10-24-40sUser53
3341,3341,lmao 10-24-40sUser13
3342,3342,yw
3343,3343,ty 10-24-40sUser20
3344,3344,hi 10-24-40sUser53  >:-> 
3345,3345,wb 10-24-40sUser53
3346,3346,hi everyone
3347,3347,ty 10-24-40sUser50 one
3348,3348,can you hear me now?
3349,3349,hi 10-24-40sUser54
3350,3350, :-) 
3351,3351,hiya 10-24-40sUser33
3352,3352,10-24-40sUser53?
3353,3353,yw
3354,3354,hehehehe 10-24-40sUser3
3355,3355,ty 10-24-40sUser16
3356,3356,10-24-40sUser41
3357,3357,:)
3358,3358,10-24-40sUser16?
3359,3359,:) 10-24-40sUser19
3360,3360,lol
3361,3361,hiya 10-24-40sUser52
3362,3362,JOIN
3363,3363,wtf is a 10-24-40sUser16 ??
3364,3364,will you take over the room pervin fir a minute so's i can try ta git in trouble fir pm'n?
3365,3365,"ok, 10-24-40sUser16, Im ready, goooooo"
3366,3366,"can you hear me now""?"
3367,3367,wb 10-24-40sUser37
3368,3368,heya 10-24-40sUser53 1
3369,3369,lmao 10-24-40sUser13.......ya shore?
3370,3370,ok Im home sick so I baked cookies..........anyone want a choc/chip/butterscotch chip oatmeal cookie?
